TranDate,Account,Department,Amount
03/03/2008,61560,150,($5.31)
03/03/2008,61570,150,($96.97)
03/03/2008,62010,150,($468.38)
03/03/2008,62020,150,($199.80)
03/03/2008,62030,150,($0.32)
03/03/2008,62099,150,$12.83 
03/03/2008,62510,120,($76.10)
03/03/2008,62520,120,($26.49)
03/03/2008,62530,120,($12.67)
03/03/2008,62550,120,($25.91)
03/03/2008,62560,120,($7.44)
03/03/2008,63050,150,($1.39)
03/03/2008,64000,150,$151.53 
03/03/2008,64010,150,$10.84 
03/03/2008,64020,150,$4.10 
03/03/2008,65540,110,($308.26)
03/03/2008,65550,110,($33.25)
03/03/2008,65570,110,($2.27)
03/03/2008,65590,110,($31.20)
03/03/2008,65600,110,($155.70)
03/03/2008,65610,110,($22.34)
03/03/2008,65660,110,($11.71)
03/03/2008,65690,110,($33.21)
03/03/2008,65700,110,($148.83)
03/03/2008,65710,110,($458.40)
03/03/2008,65730,110,($9.49)
03/03/2008,65740,110,($306.84)
03/03/2008,65750,110,($406.59)
03/03/2008,65760,110,($2.19)
03/03/2008,65770,110,$0.41 
03/03/2008,65900,170,($45.56)
03/03/2008,66010,130,($3.38)
03/03/2008,66020,130,($128.06)
03/03/2008,66030,130,($1.60)
03/03/2008,66040,130,($5.31)
03/03/2008,66050,130,($28.10)
03/03/2008,66070,130,($7.08)
03/03/2008,66080,130,($1.52)
03/03/2008,66090,130,($6.38)
03/03/2008,66100,130,($3.48)
03/03/2008,66110,130,($0.42)
03/03/2008,66120,130,($1.10)
03/03/2008,66130,130,($49.66)
03/03/2008,66510,140,($23.37)
03/03/2008,66520,140,($23.57)
03/03/2008,66530,140,($17.01)
03/03/2008,66550,140,($10.81)
03/03/2008,68050,170,($0.02)
03/04/2008,61510,150,($36.41)
03/04/2008,61520,150,($96.48)
03/04/2008,61530,150,($29.08)
03/04/2008,61540,150,($2.15)
03/04/2008,61550,150,($90.68)
03/04/2008,61560,150,($5.31)
03/04/2008,61570,150,($96.97)
03/04/2008,62010,150,($468.38)
03/04/2008,62020,150,($199.80)
03/04/2008,62030,150,($0.32)
03/04/2008,62099,150,$12.83 
03/04/2008,62510,120,($76.10)
03/04/2008,62520,120,($26.49)
03/04/2008,62530,120,($12.67)
03/04/2008,62550,120,($25.91)
03/04/2008,62560,120,($7.44)
03/04/2008,63050,150,($1.39)
03/04/2008,64000,150,$151.53 
03/04/2008,64010,150,$10.84 
03/04/2008,64020,150,$4.10 
03/04/2008,65540,110,($308.26)
03/04/2008,65550,110,($33.25)
03/04/2008,65570,110,($2.27)
03/04/2008,65590,110,($31.20)
03/04/2008,65600,110,($155.70)
03/04/2008,65610,110,($22.34)
03/04/2008,65660,110,($11.71)
03/04/2008,65690,110,($33.21)
03/04/2008,65700,110,($148.83)
03/04/2008,65710,110,($458.40)
03/04/2008,65730,110,($9.49)
03/04/2008,65740,110,($306.84)
03/04/2008,65750,110,($406.59)
03/04/2008,65760,110,($2.19)
03/04/2008,65770,110,$0.41 
03/04/2008,65900,170,($45.56)
03/04/2008,66010,130,($3.38)
03/04/2008,66020,130,($128.06)
03/04/2008,66030,130,($1.60)
03/04/2008,66040,130,($5.31)
03/04/2008,66050,130,($28.10)
03/04/2008,66070,130,($7.08)
03/04/2008,66080,130,($1.52)
03/04/2008,66090,130,($6.38)
03/04/2008,66100,130,($3.48)
03/04/2008,66110,130,($0.42)
03/04/2008,66120,130,($1.10)
03/04/2008,66130,130,($49.66)
03/04/2008,66510,140,($23.37)
03/04/2008,66520,140,($23.57)
03/04/2008,66530,140,($17.01)
03/04/2008,66550,140,($10.81)
03/04/2008,68050,170,($0.02)
03/05/2008,61510,150,($36.41)
03/05/2008,61520,150,($96.48)
03/05/2008,61530,150,($29.08)
03/05/2008,61540,150,($2.15)
03/05/2008,61550,150,($90.68)
03/05/2008,61560,150,($5.31)
03/05/2008,61570,150,($96.97)
03/05/2008,62010,150,($468.38)
03/05/2008,62020,150,($199.80)
03/05/2008,62030,150,($0.32)
03/05/2008,62099,150,$12.83 
03/05/2008,62510,120,($76.10)
03/05/2008,62520,120,($26.49)
03/05/2008,62530,120,($12.67)
03/05/2008,62550,120,($25.91)
03/05/2008,62560,120,($7.44)
03/05/2008,63050,150,($1.39)
03/05/2008,64000,150,$151.53 
03/05/2008,64010,150,$10.84 
03/05/2008,64020,150,$4.10 
03/05/2008,65540,110,($308.26)
03/05/2008,65550,110,($33.25)
03/05/2008,65570,110,($2.27)
03/05/2008,65590,110,($31.20)
03/05/2008,65600,110,($155.70)
03/05/2008,65610,110,($22.34)
03/05/2008,65660,110,($11.71)
03/05/2008,65690,110,($33.21)
03/05/2008,65700,110,($148.83)
03/05/2008,65710,110,($458.40)
03/05/2008,65730,110,($9.49)
03/05/2008,65740,110,($306.84)
03/05/2008,65750,110,($406.59)
03/05/2008,65760,110,($2.19)
03/05/2008,65770,110,$0.41 
03/05/2008,65900,170,($45.56)
03/05/2008,66010,130,($3.38)
03/05/2008,66020,130,($128.06)
03/05/2008,66030,130,($1.60)
03/05/2008,66040,130,($5.31)
03/05/2008,66050,130,($28.10)
03/05/2008,66070,130,($7.08)
03/05/2008,66080,130,($1.52)
03/05/2008,66090,130,($6.38)
03/05/2008,66100,130,($3.48)
03/05/2008,66110,130,($0.42)
03/05/2008,66120,130,($1.10)
03/05/2008,66130,130,($49.66)
03/05/2008,66510,140,($23.37)
03/05/2008,66520,140,($23.57)
03/05/2008,66530,140,($17.01)
03/05/2008,66550,140,($10.81)
03/05/2008,68050,170,($0.02)
03/06/2008,61510,150,($36.41)
03/06/2008,61520,150,($96.48)
03/06/2008,61530,150,($29.08)
03/06/2008,61540,150,($2.15)
03/06/2008,61550,150,($90.68)
03/06/2008,61560,150,($5.31)
03/06/2008,61570,150,($96.97)
03/06/2008,62010,150,($468.38)
03/06/2008,62020,150,($199.80)
03/06/2008,62030,150,($0.32)
03/06/2008,62099,150,$12.83 
03/06/2008,62510,120,($76.10)
03/06/2008,62520,120,($26.49)
03/06/2008,62530,120,($12.67)
03/06/2008,62550,120,($25.91)
03/06/2008,62560,120,($7.44)
03/06/2008,63050,150,($1.39)
03/06/2008,64000,150,$151.53 
03/06/2008,64010,150,$10.84 
03/06/2008,64020,150,$4.10 
03/06/2008,65540,110,($308.26)
03/06/2008,65550,110,($33.25)
03/06/2008,65570,110,($2.27)
03/06/2008,65590,110,($31.20)
03/06/2008,65600,110,($155.70)
03/06/2008,65610,110,($22.34)
03/06/2008,65660,110,($11.71)
03/06/2008,65690,110,($33.21)
03/06/2008,65700,110,($148.83)
03/06/2008,65710,110,($458.40)
03/06/2008,65730,110,($9.49)
03/06/2008,65740,110,($306.84)
03/06/2008,65750,110,($406.59)
03/06/2008,65760,110,($2.19)
03/06/2008,65770,110,$0.41 
03/06/2008,65900,170,($45.56)
03/06/2008,66010,130,($3.38)
03/06/2008,66020,130,($128.06)
03/06/2008,66030,130,($1.60)
03/06/2008,66040,130,($5.31)
03/06/2008,66050,130,($28.10)
03/06/2008,66070,130,($7.08)
03/06/2008,66080,130,($1.52)
03/06/2008,66090,130,($6.38)
03/06/2008,66100,130,($3.48)
03/06/2008,66110,130,($0.42)
03/06/2008,66120,130,($1.10)
03/06/2008,66130,130,($49.66)
03/06/2008,66510,140,($23.37)
03/06/2008,66520,140,($23.57)
03/06/2008,66530,140,($17.01)
03/06/2008,66550,140,($10.81)
03/06/2008,68050,170,($0.02)
03/06/2008,71010,120,$377.69 
03/06/2008,71020,120,$175.19 
03/06/2008,71030,120,$61.67 
03/06/2008,71040,120,($0.78)
03/06/2008,71050,120,$139.44 
03/06/2008,71060,120,$52.87 
03/06/2008,71070,120,($73.22)
03/06/2008,71080,120,$5.74 
03/06/2008,71160,150,$68.68 
03/06/2008,71170,150,$184.47 
03/06/2008,71180,150,$12.06 
03/06/2008,71190,150,($3.33)
03/06/2008,71200,150,$33.31 
03/06/2008,71240,150,$170.59 
03/06/2008,71299,150,($11.13)
03/06/2008,71310,150,"$1,622.63 "
03/06/2008,71325,150,($373.74)
03/06/2008,71550,150,($45.24)
03/06/2008,71560,140,$43.02 
03/06/2008,72010,110,"$1,676.57 "
03/06/2008,72020,110,"$2,430.43 "
03/06/2008,72040,130,$254.70 
03/06/2008,72050,140,$341.43 
03/06/2008,72060,150,"$2,294.26 "
03/06/2008,72070,150,"$2,642.55 "
03/06/2008,72090,150,$497.56 
03/06/2008,72100,150,$12.87 
03/06/2008,72110,160,"$1,806.82 "
03/06/2008,72120,160,"$2,224.52 "
03/06/2008,72130,160,$218.13 
03/06/2008,72140,160,$477.18 
03/06/2008,72150,165,"$1,119.48 "
03/06/2008,72160,170,"$1,173.36 "
03/06/2008,72999,150,($210.24)
03/06/2008,73010,110,$123.65 
03/06/2008,73010,130,$12.60 
03/06/2008,73010,140,$13.80 
03/06/2008,73010,150,$201.95 
03/06/2008,73010,160,$179.60 
03/06/2008,73010,165,$41.74 
03/06/2008,73010,170,$125.60 
03/06/2008,73020,110,$71.09 
03/06/2008,73020,130,$6.45 
03/06/2008,73020,140,$7.05 
03/06/2008,73020,150,$125.05 
03/06/2008,73020,160,$94.51 
03/06/2008,73020,165,$21.50 
03/06/2008,73020,170,$19.31 
03/06/2008,73030,110,$183.69 
03/06/2008,73030,150,$244.39 
03/06/2008,73030,160,$155.49 
03/06/2008,73030,165,$49.66 
03/06/2008,73030,170,$15.50 
03/06/2008,73040,110,$116.10 
03/06/2008,73040,150,$146.70 
03/06/2008,73040,160,$75.60 
03/06/2008,73040,165,$24.30 
03/06/2008,73050,110,$30.24 
03/06/2008,73050,130,$3.60 
03/06/2008,73050,140,$3.55 
03/06/2008,73050,150,$53.58 
03/06/2008,73050,160,$42.11 
03/06/2008,73050,165,$9.24 
03/06/2008,73050,170,($16.94)
03/06/2008,80990,110,$689.00 
03/06/2008,81010,110,$19.46 
03/06/2008,81010,160,$86.07 
03/06/2008,81040,160,$63.63 
03/06/2008,81050,160,$412.49 
03/06/2008,81090,160,$204.33 
03/06/2008,81100,160,$61.92 
03/06/2008,81110,160,$4.84 
03/06/2008,81120,160,$12.00 
03/06/2008,81130,160,$45.29 
03/06/2008,81150,160,$15.20 
03/06/2008,81170,160,$71.70 
03/06/2008,81200,160,$96.19 
03/06/2008,81210,160,$8.42 
03/06/2008,81220,160,$0.58 
03/06/2008,81230,160,$105.86 
03/06/2008,81270,160,$31.77 
03/06/2008,81280,160,$1.05 
03/06/2008,81350,160,$7.07 
03/06/2008,81900,165,$4.54 
03/06/2008,82030,130,$11.56 
03/06/2008,82040,130,$18.52 
03/06/2008,82050,150,"$1,843.65 "
03/06/2008,82060,170,$232.55 
03/06/2008,83010,170,$46.67 
03/06/2008,83020,130,$55.20 
03/06/2008,83020,160,$178.56 
03/06/2008,83020,170,$392.89 
03/06/2008,83030,150,$77.03 
03/06/2008,83050,170,$172.84 
03/06/2008,83060,170,$103.82 
03/06/2008,83070,170,$112.31 
03/06/2008,84020,130,$171.90 
03/06/2008,84020,170,$111.41 
03/06/2008,84030,150,$48.75 
03/06/2008,85010,170,$73.02 
03/06/2008,85510,170,$465.00 
03/06/2008,86010,110,$167.34 
03/06/2008,86010,130,$8.88 
03/06/2008,86010,140,$2.06 
03/06/2008,86010,150,$347.59 
03/06/2008,86010,160,$65.81 
03/06/2008,86010,165,$11.84 
03/06/2008,86010,170,$12.93 
03/06/2008,86020,150,$3.11 
03/06/2008,86030,110,($38.52)
03/06/2008,86040,110,"$1,212.09 "
03/06/2008,86040,150,$90.68 
03/06/2008,86050,110,$84.51 
03/06/2008,86050,150,$48.34 
03/06/2008,86050,160,$116.62 
03/06/2008,86100,110,$133.13 
03/06/2008,86100,120,$60.19 
03/06/2008,86100,150,$51.62 
03/06/2008,86100,160,$7.18 
03/06/2008,86100,170,$142.25 
03/06/2008,86140,110,$44.66 
03/06/2008,86150,110,$116.13 
03/06/2008,86180,110,$2.41 
03/06/2008,86180,140,$14.25 
03/06/2008,86180,160,$722.25 
03/06/2008,86200,150,$329.35 
03/06/2008,86200,160,$81.68 
03/06/2008,86260,120,$35.28 
03/06/2008,86270,150,$39.73 
03/06/2008,86280,150,$148.95 
03/06/2008,86290,150,$153.42 
03/06/2008,86310,150,$55.72 
03/06/2008,86330,150,$290.83 
03/06/2008,86350,150,$87.52 
03/06/2008,86360,150,$150.00 
03/06/2008,86400,170,$0.05 
03/06/2008,86450,170,($18.79)
03/06/2008,86820,170,$1.41 
03/06/2008,86830,170,$25.25 
03/06/2008,86840,170,$3.00 
03/07/2008,61510,150,($36.41)
03/07/2008,61520,150,($96.48)
03/07/2008,61530,150,($29.08)
03/07/2008,61540,150,($2.15)
03/07/2008,61550,150,($90.68)
03/07/2008,61560,150,($5.31)
03/07/2008,61570,150,($96.97)
03/07/2008,62010,150,($468.38)
03/07/2008,62020,150,($199.80)
03/07/2008,62030,150,($0.32)
03/07/2008,62099,150,$12.83 
03/07/2008,62510,120,($76.10)
03/07/2008,62520,120,($26.49)
03/07/2008,62530,120,($12.67)
03/07/2008,62550,120,($25.91)
03/07/2008,62560,120,($7.44)
03/07/2008,63050,150,($1.39)
03/07/2008,64000,150,$151.53 
03/07/2008,64010,150,$10.84 
03/07/2008,64020,150,$4.10 
03/07/2008,65540,110,($308.26)
03/07/2008,65550,110,($33.25)
03/07/2008,65570,110,($2.27)
03/07/2008,65590,110,($31.20)
03/07/2008,65600,110,($155.70)
03/07/2008,65610,110,($22.34)
03/07/2008,65660,110,($11.71)
03/07/2008,65690,110,($33.21)
03/07/2008,65700,110,($148.83)
03/07/2008,65710,110,($458.40)
03/07/2008,65730,110,($9.49)
03/07/2008,65740,110,($306.84)
03/07/2008,65750,110,($406.59)
03/07/2008,65760,110,($2.19)
03/07/2008,65770,110,$0.41 
03/07/2008,65900,170,($45.56)
03/07/2008,66010,130,($3.38)
03/07/2008,66020,130,($128.06)
03/07/2008,66030,130,($1.60)
03/07/2008,66040,130,($5.31)
03/07/2008,66050,130,($28.10)
03/07/2008,66070,130,($7.08)
03/07/2008,66080,130,($1.52)
03/07/2008,66090,130,($6.38)
03/07/2008,66100,130,($3.48)
03/07/2008,66110,130,($0.42)
03/07/2008,66120,130,($1.10)
03/07/2008,66130,130,($49.66)
03/07/2008,66510,140,($23.37)
03/07/2008,66520,140,($23.57)
03/07/2008,66530,140,($17.01)
03/07/2008,66550,140,($10.81)
03/07/2008,68050,170,($0.02)
03/08/2008,61510,150,($48.54)
03/08/2008,61520,150,($128.64)
03/08/2008,61530,150,($38.77)
03/08/2008,61540,150,($2.87)
03/08/2008,61550,150,($120.91)
03/08/2008,61560,150,($7.08)
03/08/2008,61570,150,($129.29)
03/08/2008,62010,150,($624.51)
03/08/2008,62020,150,($266.40)
03/08/2008,62030,150,($0.42)
03/08/2008,62099,150,$17.10 
03/08/2008,62510,120,($101.46)
03/08/2008,62520,120,($35.32)
03/08/2008,62530,120,($16.89)
03/08/2008,62550,120,($34.55)
03/08/2008,62560,120,($9.93)
03/08/2008,63050,150,($1.86)
03/08/2008,64000,150,$202.04 
03/08/2008,64010,150,$14.45 
03/08/2008,64020,150,$5.46 
03/08/2008,65540,110,($411.02)
03/08/2008,65550,110,($44.33)
03/08/2008,65570,110,($3.02)
03/08/2008,65590,110,($41.60)
03/08/2008,65600,110,($207.60)
03/08/2008,65610,110,($29.78)
03/08/2008,65660,110,($15.62)
03/08/2008,65690,110,($44.28)
03/08/2008,65700,110,($198.44)
03/08/2008,65710,110,($611.21)
03/08/2008,65730,110,($12.66)
03/08/2008,65740,110,($409.13)
03/08/2008,65750,110,($542.13)
03/08/2008,65760,110,($2.93)
03/08/2008,65770,110,$0.54 
03/08/2008,65900,170,($60.75)
03/08/2008,66010,130,($4.51)
03/08/2008,66020,130,($170.75)
03/08/2008,66030,130,($2.13)
03/08/2008,66040,130,($7.07)
03/08/2008,66050,130,($37.46)
03/08/2008,66070,130,($9.44)
03/08/2008,66080,130,($2.03)
03/08/2008,66090,130,($8.51)
03/08/2008,66100,130,($4.65)
03/08/2008,66110,130,($0.56)
03/08/2008,66120,130,($1.47)
03/08/2008,66130,130,($66.22)
03/08/2008,66510,140,($31.16)
03/08/2008,66520,140,($31.43)
03/08/2008,66530,140,($22.68)
03/08/2008,66550,140,($14.42)
03/08/2008,68050,170,($0.02)
03/09/2008,61510,150,($46.93)
03/09/2008,61520,150,($124.35)
03/09/2008,61530,150,($37.48)
03/09/2008,61540,150,($2.78)
03/09/2008,61550,150,($116.88)
03/09/2008,61560,150,($6.85)
03/09/2008,61570,150,($124.98)
03/09/2008,62010,150,($603.69)
03/09/2008,62020,150,($257.52)
03/09/2008,62030,150,($0.41)
03/09/2008,62099,150,$16.53 
03/09/2008,62510,120,($98.08)
03/09/2008,62520,120,($34.15)
03/09/2008,62530,120,($16.33)
03/09/2008,62550,120,($33.39)
03/09/2008,62560,120,($9.59)
03/09/2008,63050,150,($1.80)
03/09/2008,64000,150,$195.31 
03/09/2008,64010,150,$13.97 
03/09/2008,64020,150,$5.28 
03/09/2008,65540,110,($397.32)
03/09/2008,65550,110,($42.85)
03/09/2008,65570,110,($2.92)
03/09/2008,65590,110,($40.21)
03/09/2008,65600,110,($200.68)
03/09/2008,65610,110,($28.79)
03/09/2008,65660,110,($15.10)
03/09/2008,65690,110,($42.80)
03/09/2008,65700,110,($191.82)
03/09/2008,65710,110,($590.83)
03/09/2008,65730,110,($12.23)
03/09/2008,65740,110,($395.49)
03/09/2008,65750,110,($524.06)
03/09/2008,65760,110,($2.83)
03/09/2008,65770,110,$0.52 
03/09/2008,65900,170,($58.73)
03/09/2008,66010,130,($4.36)
03/09/2008,66020,130,($165.06)
03/09/2008,66030,130,($2.06)
03/09/2008,66040,130,($6.84)
03/09/2008,66050,130,($36.21)
03/09/2008,66070,130,($9.12)
03/09/2008,66080,130,($1.96)
03/09/2008,66090,130,($8.22)
03/09/2008,66100,130,($4.49)
03/09/2008,66110,130,($0.54)
03/09/2008,66120,130,($1.42)
03/09/2008,66130,130,($64.01)
03/09/2008,66510,140,($30.12)
03/09/2008,66520,140,($30.38)
03/09/2008,66530,140,($21.92)
03/09/2008,66550,140,($13.94)
03/09/2008,68050,170,($0.02)
03/10/2008,61510,150,($43.69)
03/10/2008,61520,150,($115.78)
03/10/2008,61530,150,($34.90)
03/10/2008,61540,150,($2.58)
03/10/2008,61550,150,($108.82)
03/10/2008,61560,150,($6.38)
03/10/2008,61570,150,($116.36)
03/10/2008,62010,150,($562.06)
03/10/2008,62020,150,($239.76)
03/10/2008,62030,150,($0.38)
03/10/2008,62099,150,$15.39 
03/10/2008,62510,120,($91.32)
03/10/2008,62520,120,($31.79)
03/10/2008,62530,120,($15.20)
03/10/2008,62550,120,($31.09)
03/10/2008,62560,120,($8.93)
03/10/2008,63050,150,($1.67)
03/10/2008,64000,150,$181.84 
03/10/2008,64010,150,$13.01 
03/10/2008,64020,150,$4.91 
03/10/2008,65540,110,($369.92)
03/10/2008,65550,110,($39.90)
03/10/2008,65570,110,($2.72)
03/10/2008,65590,110,($37.44)
03/10/2008,65600,110,($186.84)
03/10/2008,65610,110,($26.80)
03/10/2008,65660,110,($14.05)
03/10/2008,65690,110,($39.85)
03/10/2008,65700,110,($178.59)
03/10/2008,65710,110,($550.09)
03/10/2008,65730,110,($11.39)
03/10/2008,65740,110,($368.21)
03/10/2008,65750,110,($487.91)
03/10/2008,65760,110,($2.63)
03/10/2008,65770,110,$0.49 
03/10/2008,65900,170,($54.68)
03/10/2008,66010,130,($4.06)
03/10/2008,66020,130,($153.67)
03/10/2008,66030,130,($1.92)
03/10/2008,66040,130,($6.37)
03/10/2008,66050,130,($33.71)
03/10/2008,66070,130,($8.49)
03/10/2008,66080,130,($1.82)
03/10/2008,66090,130,($7.66)
03/10/2008,66100,130,($4.18)
03/10/2008,66110,130,($0.50)
03/10/2008,66120,130,($1.32)
03/10/2008,66130,130,($59.59)
03/10/2008,66510,140,($28.04)
03/10/2008,66520,140,($28.29)
03/10/2008,66530,140,($20.41)
03/10/2008,66550,140,($12.98)
03/10/2008,68050,170,($0.02)
03/11/2008,61510,150,($43.69)
03/11/2008,61520,150,($115.78)
03/11/2008,61530,150,($34.90)
03/11/2008,61540,150,($2.58)
03/11/2008,61550,150,($108.82)
03/11/2008,61560,150,($6.38)
03/11/2008,61570,150,($116.36)
03/11/2008,62010,150,($562.06)
03/11/2008,62020,150,($239.76)
03/11/2008,62030,150,($0.38)
03/11/2008,62099,150,$15.39 
03/11/2008,62510,120,($91.32)
03/11/2008,62520,120,($31.79)
03/11/2008,62530,120,($15.20)
03/11/2008,62550,120,($31.09)
03/11/2008,62560,120,($8.93)
03/11/2008,63050,150,($1.67)
03/11/2008,64000,150,$181.84 
03/11/2008,64010,150,$13.01 
03/11/2008,64020,150,$4.91 
03/11/2008,65540,110,($369.92)
03/11/2008,65550,110,($39.90)
03/11/2008,65570,110,($2.72)
03/11/2008,65590,110,($37.44)
03/11/2008,65600,110,($186.84)
03/11/2008,65610,110,($26.80)
03/11/2008,65660,110,($14.05)
03/11/2008,65690,110,($39.85)
03/11/2008,65700,110,($178.59)
03/11/2008,65710,110,($550.09)
03/11/2008,65730,110,($11.39)
03/11/2008,65740,110,($368.21)
03/11/2008,65750,110,($487.91)
03/11/2008,65760,110,($2.63)
03/11/2008,65770,110,$0.49 
03/11/2008,65900,170,($54.68)
03/11/2008,66010,130,($4.06)
03/11/2008,66020,130,($153.67)
03/11/2008,66030,130,($1.92)
03/11/2008,66040,130,($6.37)
03/11/2008,66050,130,($33.71)
03/11/2008,66070,130,($8.49)
03/11/2008,66080,130,($1.82)
03/11/2008,66090,130,($7.66)
03/11/2008,66100,130,($4.18)
03/11/2008,66110,130,($0.50)
03/11/2008,66120,130,($1.32)
03/11/2008,66130,130,($59.59)
03/11/2008,66510,140,($28.04)
03/11/2008,66520,140,($28.29)
03/11/2008,66530,140,($20.41)
03/11/2008,66550,140,($12.98)
03/11/2008,68050,170,($0.02)
03/12/2008,61510,150,($43.69)
03/12/2008,61520,150,($115.78)
03/12/2008,61530,150,($34.90)
03/12/2008,61540,150,($2.58)
03/12/2008,61550,150,($108.82)
03/12/2008,61560,150,($6.38)
03/12/2008,61570,150,($116.36)
03/12/2008,62010,150,($562.06)
03/12/2008,62020,150,($239.76)
03/12/2008,62030,150,($0.38)
03/12/2008,62099,150,$15.39 
03/12/2008,62510,120,($91.32)
03/12/2008,62520,120,($31.79)
03/12/2008,62530,120,($15.20)
03/12/2008,62550,120,($31.09)
03/12/2008,62560,120,($8.93)
03/12/2008,63050,150,($1.67)
03/12/2008,64000,150,$181.84 
03/12/2008,64010,150,$13.01 
03/12/2008,64020,150,$4.91 
03/12/2008,65540,110,($369.92)
03/12/2008,65550,110,($39.90)
03/12/2008,65570,110,($2.72)
03/12/2008,65590,110,($37.44)
03/12/2008,65600,110,($186.84)
03/12/2008,65610,110,($26.80)
03/12/2008,65660,110,($14.05)
03/12/2008,65690,110,($39.85)
03/12/2008,65700,110,($178.59)
03/12/2008,65710,110,($550.09)
03/12/2008,65730,110,($11.39)
03/12/2008,65740,110,($368.21)
03/12/2008,65750,110,($487.91)
03/12/2008,65760,110,($2.63)
03/12/2008,65770,110,$0.49 
03/12/2008,65900,170,($54.68)
03/12/2008,66010,130,($4.06)
03/12/2008,66020,130,($153.67)
03/12/2008,66030,130,($1.92)
03/12/2008,66040,130,($6.37)
03/12/2008,66050,130,($33.71)
03/12/2008,66070,130,($8.49)
03/12/2008,66080,130,($1.82)
03/12/2008,66090,130,($7.66)
03/12/2008,66100,130,($4.18)
03/12/2008,66110,130,($0.50)
03/12/2008,66120,130,($1.32)
03/12/2008,66130,130,($59.59)
03/12/2008,66510,140,($28.04)
03/12/2008,66520,140,($28.29)
03/12/2008,66530,140,($20.41)
03/12/2008,66550,140,($12.98)
03/12/2008,68050,170,($0.02)
Total,,,"$23,820.33 "
