TranDate,Account,Department,Amount
01/03/2008,65540,110,($68.36)
01/03/2008,65550,110,($8.71)
01/03/2008,65590,110,($4.39)
01/03/2008,65600,110,($14.99)
01/03/2008,65610,110,($4.05)
01/03/2008,65690,110,($14.50)
01/03/2008,65700,110,($4.73)
01/03/2008,65710,110,($632.18)
01/03/2008,65730,110,($16.88)
01/03/2008,65740,110,($465.59)
01/03/2008,65750,110,($716.05)
01/03/2008,65760,110,($7.05)
01/03/2008,66010,130,($0.78)
01/03/2008,66020,130,($11.68)
01/03/2008,66030,130,($0.64)
01/03/2008,66040,130,($1.01)
01/03/2008,66050,130,($45.84)
01/03/2008,66070,130,($1.22)
01/03/2008,66080,130,($0.85)
01/03/2008,66100,130,($6.08)
01/03/2008,66110,130,($0.68)
01/03/2008,66120,130,($2.53)
01/03/2008,66130,130,($82.27)
01/03/2008,66510,140,($6.49)
01/03/2008,66520,140,($4.05)
01/03/2008,66530,140,($4.39)
01/03/2008,68050,170,($2.81)
01/03/2008,71010,120,$554.74 
01/03/2008,71020,120,$187.93 
01/03/2008,71030,120,$28.97 
01/03/2008,71050,120,$97.56 
01/03/2008,71060,120,$52.84 
01/03/2008,71070,120,($3.66)
01/03/2008,71160,150,($14.73)
01/03/2008,71170,150,$115.05 
01/03/2008,71180,150,$16.31 
01/03/2008,71190,150,$52.15 
01/03/2008,71200,150,$114.26 
01/03/2008,71240,150,$330.21 
01/03/2008,71299,150,($14.11)
01/03/2008,71310,150,$968.10 
01/03/2008,71325,150,($461.13)
01/03/2008,71550,150,$105.06 
01/03/2008,71560,150,$13.86 
01/03/2008,71900,170,$24.08 
01/03/2008,72010,110,"$1,672.90 "
01/03/2008,72020,110,"$2,839.08 "
01/03/2008,72050,140,$162.25 
01/03/2008,72060,150,"$2,349.53 "
01/03/2008,72070,150,"$2,728.27 "
01/03/2008,72090,150,$672.67 
01/03/2008,72110,160,"$2,723.06 "
01/03/2008,72120,160,"$2,495.99 "
01/03/2008,72140,160,"$1,088.49 "
01/03/2008,72150,165,"$1,171.30 "
01/03/2008,72160,170,"$1,035.78 "
01/03/2008,72340,110,($636.00)
01/03/2008,72340,150,($14.75)
01/03/2008,72340,160,($165.25)
01/03/2008,72340,165,($39.75)
01/03/2008,72999,150,($259.38)
01/03/2008,73010,110,$437.91 
01/03/2008,73010,140,$8.00 
01/03/2008,73010,150,$407.20 
01/03/2008,73010,160,$614.96 
01/03/2008,73010,165,$129.67 
01/03/2008,73010,170,($20.60)
01/03/2008,73020,110,$227.54 
01/03/2008,73020,140,$4.00 
01/03/2008,73020,150,$237.68 
01/03/2008,73020,160,$312.72 
01/03/2008,73020,165,$66.14 
01/03/2008,73020,170,$38.50 
01/03/2008,73030,110,$470.58 
01/03/2008,73030,150,$287.47 
01/03/2008,73030,160,$510.47 
01/03/2008,73030,165,$108.48 
01/03/2008,73030,170,$42.52 
01/03/2008,73040,110,$166.50 
01/03/2008,73040,150,$129.00 
01/03/2008,73040,160,$126.00 
01/03/2008,73040,165,$40.50 
01/03/2008,73050,110,$75.37 
01/03/2008,73050,140,$1.50 
01/03/2008,73050,150,$77.07 
01/03/2008,73050,160,$100.87 
01/03/2008,73050,165,$16.34 
01/03/2008,73050,170,$9.01 
01/03/2008,80990,110,"$3,339.19 "
01/03/2008,81010,160,$107.50 
01/03/2008,81050,160,$501.80 
01/03/2008,81090,160,$167.03 
01/03/2008,81100,160,$122.10 
01/03/2008,81110,160,$75.52 
01/03/2008,81130,160,$71.03 
01/03/2008,81140,160,$249.79 
01/03/2008,81170,160,$18.72 
01/03/2008,81180,160,$248.91 
01/03/2008,81190,160,$4.13 
01/03/2008,81200,160,$181.04 
01/03/2008,81210,160,$407.94 
01/03/2008,81220,160,$38.76 
01/03/2008,81230,160,$30.44 
01/03/2008,81250,160,$22.25 
01/03/2008,81260,160,$9.90 
01/03/2008,81270,160,$351.80 
01/03/2008,81280,160,$19.88 
01/03/2008,81350,160,$11.78 
01/03/2008,81900,165,$30.39 
01/03/2008,82040,130,$3.06 
01/03/2008,82050,150,$279.78 
01/03/2008,82060,170,$478.71 
01/03/2008,83010,160,$25.60 
01/03/2008,83010,170,($22.44)
01/03/2008,83020,130,$92.00 
01/03/2008,83020,160,$298.07 
01/03/2008,83020,170,$423.19 
01/03/2008,83030,150,$243.04 
01/03/2008,83050,170,$568.71 
01/03/2008,83060,170,$173.03 
01/03/2008,83070,170,$149.92 
01/03/2008,84020,130,$286.50 
01/03/2008,84020,170,$179.74 
01/03/2008,85010,170,$115.89 
01/03/2008,85510,170,$775.00 
01/03/2008,86010,110,$172.19 
01/03/2008,86010,150,$272.97 
01/03/2008,86010,160,$56.89 
01/03/2008,86010,165,$9.96 
01/03/2008,86010,170,$9.99 
01/03/2008,86020,150,$91.26 
01/03/2008,86030,110,($3.15)
01/03/2008,86030,150,$22.48 
01/03/2008,86040,110,$777.17 
01/03/2008,86040,150,$447.32 
01/03/2008,86050,110,$434.45 
01/03/2008,86050,150,$79.49 
01/03/2008,86050,160,$99.37 
01/03/2008,86090,160,$62.50 
01/03/2008,86100,110,$216.20 
01/03/2008,86100,150,$246.31 
01/03/2008,86100,160,$68.01 
01/03/2008,86100,170,$189.92 
01/03/2008,86180,140,$23.75 
01/03/2008,86180,160,$40.52 
01/03/2008,86200,150,$36.81 
01/03/2008,86200,160,$92.23 
01/03/2008,86260,120,$67.95 
01/03/2008,86270,150,$56.77 
01/03/2008,86280,150,$74.92 
01/03/2008,86290,150,$46.77 
01/03/2008,86310,150,$56.20 
01/03/2008,86330,150,$125.03 
01/03/2008,86350,150,$25.62 
01/03/2008,86360,150,$353.53 
01/03/2008,86400,170,$0.04 
01/03/2008,86450,170,($131.46)
01/04/2008,61510,150,($26.03)
01/04/2008,61520,150,($55.07)
01/04/2008,61530,150,($10.60)
01/04/2008,61540,150,($0.29)
01/04/2008,61550,150,($48.02)
01/04/2008,61560,150,($1.35)
01/04/2008,61570,150,($77.04)
01/04/2008,62010,150,($305.95)
01/04/2008,62020,150,($95.15)
01/04/2008,62099,150,$8.79 
01/04/2008,62510,120,($56.74)
01/04/2008,62520,120,($41.22)
01/04/2008,62530,120,($3.48)
01/04/2008,62550,120,($8.97)
01/04/2008,62560,120,($0.46)
01/04/2008,63050,150,($7.17)
01/04/2008,64000,150,$186.76 
01/04/2008,64010,150,$13.73 
01/04/2008,64020,150,$4.65 
01/04/2008,65540,110,($68.36)
01/04/2008,65550,110,($8.71)
01/04/2008,65590,110,($4.39)
01/04/2008,65600,110,($14.99)
01/04/2008,65610,110,($4.05)
01/04/2008,65690,110,($14.50)
01/04/2008,65700,110,($4.73)
01/04/2008,65710,110,($632.18)
01/04/2008,65730,110,($16.88)
01/04/2008,65740,110,($465.59)
01/04/2008,65750,110,($716.05)
01/04/2008,65760,110,($7.05)
01/04/2008,66010,130,($0.78)
01/04/2008,66020,130,($11.68)
01/04/2008,66030,130,($0.64)
01/04/2008,66040,130,($1.01)
01/04/2008,66050,130,($45.84)
01/04/2008,66070,130,($1.22)
01/04/2008,66080,130,($0.85)
01/04/2008,66100,130,($6.08)
01/04/2008,66110,130,($0.68)
01/04/2008,66120,130,($2.53)
01/04/2008,66130,130,($82.27)
01/04/2008,66510,140,($6.49)
01/04/2008,66520,140,($4.05)
01/04/2008,66530,140,($4.39)
01/04/2008,68050,170,($2.81)
01/05/2008,61510,150,($34.71)
01/05/2008,61520,150,($73.43)
01/05/2008,61530,150,($14.14)
01/05/2008,61540,150,($0.39)
01/05/2008,61550,150,($64.03)
01/05/2008,61560,150,($1.80)
01/05/2008,61570,150,($102.72)
01/05/2008,62010,150,($407.93)
01/05/2008,62020,150,($126.87)
01/05/2008,62099,150,$11.73 
01/05/2008,62510,120,($75.66)
01/05/2008,62520,120,($54.96)
01/05/2008,62530,120,($4.63)
01/05/2008,62550,120,($11.96)
01/05/2008,62560,120,($0.61)
01/05/2008,63050,150,($9.56)
01/05/2008,64000,150,$249.02 
01/05/2008,64010,150,$18.31 
01/05/2008,64020,150,$6.20 
01/05/2008,65540,110,($91.15)
01/05/2008,65550,110,($11.61)
01/05/2008,65590,110,($5.85)
01/05/2008,65600,110,($19.98)
01/05/2008,65610,110,($5.40)
01/05/2008,65690,110,($19.33)
01/05/2008,65700,110,($6.31)
01/05/2008,65710,110,($842.91)
01/05/2008,65730,110,($22.50)
01/05/2008,65740,110,($620.79)
01/05/2008,65750,110,($954.73)
01/05/2008,65760,110,($9.40)
01/05/2008,66010,130,($1.04)
01/05/2008,66020,130,($15.57)
01/05/2008,66030,130,($0.86)
01/05/2008,66040,130,($1.35)
01/05/2008,66050,130,($61.13)
01/05/2008,66070,130,($1.62)
01/05/2008,66080,130,($1.13)
01/05/2008,66100,130,($8.10)
01/05/2008,66110,130,($0.90)
01/05/2008,66120,130,($3.38)
01/05/2008,66130,130,($109.69)
01/05/2008,66510,140,($8.66)
01/05/2008,66520,140,($5.40)
01/05/2008,66530,140,($5.85)
01/05/2008,68050,170,($3.75)
01/06/2008,61510,150,($20.13)
01/06/2008,61520,150,($42.59)
01/06/2008,61530,150,($8.20)
01/06/2008,61540,150,($0.22)
01/06/2008,61550,150,($37.13)
01/06/2008,61560,150,($1.04)
01/06/2008,61570,150,($59.57)
01/06/2008,62010,150,($236.60)
01/06/2008,62020,150,($73.59)
01/06/2008,62099,150,$6.80 
01/06/2008,62510,120,($43.88)
01/06/2008,62520,120,($31.88)
01/06/2008,62530,120,($2.69)
01/06/2008,62550,120,($6.93)
01/06/2008,62560,120,($0.35)
01/06/2008,63050,150,($5.55)
01/06/2008,64000,150,$144.43 
01/06/2008,64010,150,$10.62 
01/06/2008,64020,150,$3.60 
01/06/2008,65540,110,($52.87)
01/06/2008,65550,110,($6.73)
01/06/2008,65590,110,($3.39)
01/06/2008,65600,110,($11.59)
01/06/2008,65610,110,($3.13)
01/06/2008,65690,110,($11.21)
01/06/2008,65700,110,($3.66)
01/06/2008,65710,110,($488.89)
01/06/2008,65730,110,($13.05)
01/06/2008,65740,110,($360.06)
01/06/2008,65750,110,($553.74)
01/06/2008,65760,110,($5.45)
01/06/2008,66010,130,($0.60)
01/06/2008,66020,130,($9.03)
01/06/2008,66030,130,($0.50)
01/06/2008,66040,130,($0.78)
01/06/2008,66050,130,($35.45)
01/06/2008,66070,130,($0.94)
01/06/2008,66080,130,($0.65)
01/06/2008,66100,130,($4.70)
01/06/2008,66110,130,($0.52)
01/06/2008,66120,130,($1.96)
01/06/2008,66130,130,($63.62)
01/06/2008,66510,140,($5.02)
01/06/2008,66520,140,($3.13)
01/06/2008,66530,140,($3.39)
01/06/2008,68050,170,($2.18)
01/07/2008,61510,150,($18.74)
01/07/2008,61520,150,($39.65)
01/07/2008,61530,150,($7.63)
01/07/2008,61540,150,($0.21)
01/07/2008,61550,150,($34.57)
01/07/2008,61560,150,($0.97)
01/07/2008,61570,150,($55.47)
01/07/2008,62010,150,($220.28)
01/07/2008,62020,150,($68.51)
01/07/2008,62099,150,$6.33 
01/07/2008,62510,120,($40.85)
01/07/2008,62520,120,($29.68)
01/07/2008,62530,120,($2.50)
01/07/2008,62550,120,($6.45)
01/07/2008,62560,120,($0.33)
01/07/2008,63050,150,($5.16)
01/07/2008,64000,150,$134.47 
01/07/2008,64010,150,$9.89 
01/07/2008,64020,150,$3.35 
01/07/2008,65540,110,($49.22)
01/07/2008,65550,110,($6.27)
01/07/2008,65590,110,($3.16)
01/07/2008,65600,110,($10.79)
01/07/2008,65610,110,($2.92)
01/07/2008,65690,110,($10.44)
01/07/2008,65700,110,($3.41)
01/07/2008,65710,110,($455.17)
01/07/2008,65730,110,($12.15)
01/07/2008,65740,110,($335.23)
01/07/2008,65750,110,($515.55)
01/07/2008,65760,110,($5.07)
01/07/2008,66010,130,($0.56)
01/07/2008,66020,130,($8.41)
01/07/2008,66030,130,($0.46)
01/07/2008,66040,130,($0.73)
01/07/2008,66050,130,($33.01)
01/07/2008,66070,130,($0.87)
01/07/2008,66080,130,($0.61)
01/07/2008,66100,130,($4.37)
01/07/2008,66110,130,($0.49)
01/07/2008,66120,130,($1.82)
01/07/2008,66130,130,($59.23)
01/07/2008,66510,140,($4.67)
01/07/2008,66520,140,($2.92)
01/07/2008,66530,140,($3.16)
01/07/2008,68050,170,($2.03)
01/08/2008,61510,150,($18.74)
01/08/2008,61520,150,($39.65)
01/08/2008,61530,150,($7.63)
01/08/2008,61540,150,($0.21)
01/08/2008,61550,150,($34.57)
01/08/2008,61560,150,($0.97)
01/08/2008,61570,150,($55.47)
01/08/2008,62010,150,($220.28)
01/08/2008,62020,150,($68.51)
01/08/2008,62099,150,$6.33 
01/08/2008,62510,120,($40.85)
01/08/2008,62520,120,($29.68)
01/08/2008,62530,120,($2.50)
01/08/2008,62550,120,($6.45)
01/08/2008,62560,120,($0.33)
01/08/2008,63050,150,($5.16)
01/08/2008,64000,150,$134.47 
01/08/2008,64010,150,$9.89 
01/08/2008,64020,150,$3.35 
01/08/2008,65540,110,($49.22)
01/08/2008,65550,110,($6.27)
01/08/2008,65590,110,($3.16)
01/08/2008,65600,110,($10.79)
01/08/2008,65610,110,($2.92)
01/08/2008,65690,110,($10.44)
01/08/2008,65700,110,($3.41)
01/08/2008,65710,110,($455.17)
01/08/2008,65730,110,($12.15)
01/08/2008,65740,110,($335.23)
01/08/2008,65750,110,($515.55)
01/08/2008,65760,110,($5.07)
01/08/2008,66010,130,($0.56)
01/08/2008,66020,130,($8.41)
01/08/2008,66030,130,($0.46)
01/08/2008,66040,130,($0.73)
01/08/2008,66050,130,($33.01)
01/08/2008,66070,130,($0.87)
01/08/2008,66080,130,($0.61)
01/08/2008,66100,130,($4.37)
01/08/2008,66110,130,($0.49)
01/08/2008,66120,130,($1.82)
01/08/2008,66130,130,($59.23)
01/08/2008,66510,140,($4.67)
01/08/2008,66520,140,($2.92)
01/08/2008,66530,140,($3.16)
01/08/2008,68050,170,($2.03)
01/09/2008,61510,150,($18.74)
01/09/2008,61520,150,($39.65)
01/09/2008,61530,150,($7.63)
01/09/2008,61540,150,($0.21)
01/09/2008,61550,150,($34.57)
01/09/2008,61560,150,($0.97)
01/09/2008,61570,150,($55.47)
01/09/2008,62010,150,($220.28)
01/09/2008,62020,150,($68.51)
01/09/2008,62099,150,$6.33 
01/09/2008,62510,120,($40.85)
01/09/2008,62520,120,($29.68)
01/09/2008,62530,120,($2.50)
01/09/2008,62550,120,($6.45)
01/09/2008,62560,120,($0.33)
01/09/2008,63050,150,($5.16)
01/09/2008,64000,150,$134.47 
01/09/2008,64010,150,$9.89 
01/09/2008,64020,150,$3.35 
01/09/2008,65540,110,($49.22)
01/09/2008,65550,110,($6.27)
01/09/2008,65590,110,($3.16)
01/09/2008,65600,110,($10.79)
01/09/2008,65610,110,($2.92)
01/09/2008,65690,110,($10.44)
01/09/2008,65700,110,($3.41)
01/09/2008,65710,110,($455.17)
01/09/2008,65730,110,($12.15)
01/09/2008,65740,110,($335.23)
01/09/2008,65750,110,($515.55)
01/09/2008,65760,110,($5.07)
01/09/2008,66010,130,($0.56)
01/09/2008,66020,130,($8.41)
01/09/2008,66030,130,($0.46)
01/09/2008,66040,130,($0.73)
01/09/2008,66050,130,($33.01)
01/09/2008,66070,130,($0.87)
01/09/2008,66080,130,($0.61)
01/09/2008,66100,130,($4.37)
01/09/2008,66110,130,($0.49)
01/09/2008,66120,130,($1.82)
01/09/2008,66130,130,($59.23)
01/09/2008,66510,140,($4.67)
01/09/2008,66520,140,($2.92)
01/09/2008,66530,140,($3.16)
01/09/2008,68050,170,($2.03)
01/10/2008,61510,150,($18.74)
01/10/2008,61520,150,($39.65)
01/10/2008,61530,150,($7.63)
01/10/2008,61540,150,($0.21)
01/10/2008,61550,150,($34.57)
01/10/2008,61560,150,($0.97)
01/10/2008,61570,150,($55.47)
01/10/2008,62010,150,($220.28)
01/10/2008,62020,150,($68.51)
01/10/2008,62099,150,$6.33 
01/10/2008,62510,120,($40.85)
01/10/2008,62520,120,($29.68)
01/10/2008,62530,120,($2.50)
01/10/2008,62550,120,($6.45)
01/10/2008,62560,120,($0.33)
01/10/2008,63050,150,($5.16)
01/10/2008,64000,150,$134.47 
01/10/2008,64010,150,$9.89 
01/10/2008,64020,150,$3.35 
01/10/2008,65540,110,($49.22)
01/10/2008,65550,110,($6.27)
01/10/2008,65590,110,($3.16)
01/10/2008,65600,110,($10.79)
01/10/2008,65610,110,($2.92)
01/10/2008,65690,110,($10.44)
01/10/2008,65700,110,($3.41)
01/10/2008,65710,110,($455.17)
01/10/2008,65730,110,($12.15)
01/10/2008,65740,110,($335.23)
01/10/2008,65750,110,($515.55)
01/10/2008,65760,110,($5.07)
01/10/2008,66010,130,($0.56)
01/10/2008,66020,130,($8.41)
01/10/2008,66030,130,($0.46)
01/10/2008,66040,130,($0.73)
01/10/2008,66050,130,($33.01)
01/10/2008,66070,130,($0.87)
01/10/2008,66080,130,($0.61)
01/10/2008,66100,130,($4.37)
01/10/2008,66110,130,($0.49)
01/10/2008,66120,130,($1.82)
01/10/2008,66130,130,($59.23)
01/10/2008,66510,140,($4.67)
01/10/2008,66520,140,($2.92)
01/10/2008,66530,140,($3.16)
01/10/2008,68050,170,($2.03)
01/10/2008,71010,120,$399.41 
01/10/2008,71020,120,$135.31 
01/10/2008,71030,120,$20.86 
01/10/2008,71050,120,$70.24 
01/10/2008,71060,120,$38.04 
01/10/2008,71070,120,($2.64)
01/10/2008,71160,150,($10.61)
01/10/2008,71170,150,$82.84 
01/10/2008,71180,150,$11.75 
01/10/2008,71190,150,$37.55 
01/10/2008,71200,150,$82.27 
01/10/2008,71240,150,$237.75 
01/10/2008,71299,150,($10.16)
01/10/2008,71310,150,$697.03 
01/10/2008,71325,150,($332.02)
01/10/2008,71550,150,$75.65 
01/10/2008,71560,150,$9.98 
01/10/2008,71900,170,$17.33 
01/10/2008,72010,110,"$1,204.49 "
01/10/2008,72020,110,"$2,044.14 "
01/10/2008,72050,140,$116.82 
01/10/2008,72060,150,"$1,691.66 "
01/10/2008,72070,150,"$1,964.35 "
01/10/2008,72090,150,$484.32 
01/10/2008,72110,160,"$1,960.60 "
01/10/2008,72120,160,"$1,797.11 "
01/10/2008,72140,160,$783.71 
01/10/2008,72150,165,$843.34 
01/10/2008,72160,170,$745.76 
01/10/2008,72340,110,($457.92)
01/10/2008,72340,150,($10.62)
01/10/2008,72340,160,($118.98)
01/10/2008,72340,165,($28.62)
01/10/2008,72999,150,($186.76)
01/10/2008,73010,110,$315.30 
01/10/2008,73010,140,$5.76 
01/10/2008,73010,150,$293.18 
01/10/2008,73010,160,$442.77 
01/10/2008,73010,165,$93.36 
01/10/2008,73010,170,($14.83)
01/10/2008,73020,110,$163.83 
01/10/2008,73020,140,$2.88 
01/10/2008,73020,150,$171.13 
01/10/2008,73020,160,$225.16 
01/10/2008,73020,165,$47.62 
01/10/2008,73020,170,$27.72 
01/10/2008,73030,110,$338.81 
01/10/2008,73030,150,$206.97 
01/10/2008,73030,160,$367.53 
01/10/2008,73030,165,$78.11 
01/10/2008,73030,170,$30.61 
01/10/2008,73040,110,$119.88 
01/10/2008,73040,150,$92.88 
01/10/2008,73040,160,$90.72 
01/10/2008,73040,165,$29.16 
01/10/2008,73050,110,$54.26 
01/10/2008,73050,140,$1.08 
01/10/2008,73050,150,$55.49 
01/10/2008,73050,160,$72.63 
01/10/2008,73050,165,$11.77 
01/10/2008,73050,170,$6.49 
01/10/2008,80990,110,"$2,404.22 "
01/10/2008,81010,160,$77.40 
01/10/2008,81050,160,$361.30 
01/10/2008,81090,160,$120.26 
01/10/2008,81100,160,$87.91 
01/10/2008,81110,160,$54.37 
01/10/2008,81130,160,$51.14 
01/10/2008,81140,160,$179.85 
01/10/2008,81170,160,$13.48 
01/10/2008,81180,160,$179.22 
01/10/2008,81190,160,$2.97 
01/10/2008,81200,160,$130.35 
01/10/2008,81210,160,$293.71 
01/10/2008,81220,160,$27.91 
01/10/2008,81230,160,$21.91 
01/10/2008,81250,160,$16.02 
01/10/2008,81260,160,$7.13 
01/10/2008,81270,160,$253.29 
01/10/2008,81280,160,$14.31 
01/10/2008,81350,160,$8.48 
01/10/2008,81900,165,$21.88 
01/10/2008,82040,130,$2.20 
01/10/2008,82050,150,$201.44 
01/10/2008,82060,170,$344.67 
01/10/2008,83010,160,$18.43 
01/10/2008,83010,170,($16.16)
01/10/2008,83020,130,$66.24 
01/10/2008,83020,160,$214.61 
01/10/2008,83020,170,$304.70 
01/10/2008,83030,150,$174.99 
01/10/2008,83050,170,$409.47 
01/10/2008,83060,170,$124.58 
01/10/2008,83070,170,$107.94 
01/10/2008,84020,130,$206.28 
01/10/2008,84020,170,$129.41 
01/10/2008,85010,170,$83.44 
01/10/2008,85510,170,$558.00 
01/10/2008,86010,110,$123.98 
01/10/2008,86010,150,$196.54 
01/10/2008,86010,160,$40.96 
01/10/2008,86010,165,$7.17 
01/10/2008,86010,170,$7.19 
01/10/2008,86020,150,$65.71 
01/10/2008,86030,110,($2.27)
01/10/2008,86030,150,$16.19 
01/10/2008,86040,110,$559.56 
01/10/2008,86040,150,$322.07 
01/10/2008,86050,110,$312.81 
01/10/2008,86050,150,$57.23 
01/10/2008,86050,160,$71.55 
01/10/2008,86090,160,$45.00 
01/10/2008,86100,110,$155.67 
01/10/2008,86100,150,$177.34 
01/10/2008,86100,160,$48.97 
01/10/2008,86100,170,$136.74 
01/10/2008,86180,140,$17.10 
01/10/2008,86180,160,$29.17 
01/10/2008,86200,150,$26.50 
01/10/2008,86200,160,$66.40 
01/10/2008,86260,120,$48.92 
01/10/2008,86270,150,$40.87 
01/10/2008,86280,150,$53.94 
01/10/2008,86290,150,$33.67 
01/10/2008,86310,150,$40.46 
01/10/2008,86330,150,$90.02 
01/10/2008,86350,150,$18.45 
01/10/2008,86360,150,$254.54 
01/10/2008,86400,170,$0.03 
01/10/2008,86450,170,($94.65)
01/11/2008,61510,150,($18.74)
01/11/2008,61520,150,($39.65)
01/11/2008,61530,150,($7.63)
01/11/2008,61540,150,($0.21)
01/11/2008,61550,150,($34.57)
01/11/2008,61560,150,($0.97)
01/11/2008,61570,150,($55.47)
01/11/2008,62010,150,($220.28)
01/11/2008,62020,150,($68.51)
01/11/2008,62099,150,$6.33 
01/11/2008,62510,120,($40.85)
01/11/2008,62520,120,($29.68)
01/11/2008,62530,120,($2.50)
01/11/2008,62550,120,($6.45)
01/11/2008,62560,120,($0.33)
01/11/2008,63050,150,($5.16)
01/11/2008,64000,150,$134.47 
01/11/2008,64010,150,$9.89 
01/11/2008,64020,150,$3.35 
01/11/2008,65540,110,($49.22)
01/11/2008,65550,110,($6.27)
01/11/2008,65590,110,($3.16)
01/11/2008,65600,110,($10.79)
01/11/2008,65610,110,($2.92)
01/11/2008,65690,110,($10.44)
01/11/2008,65700,110,($3.41)
01/11/2008,65710,110,($455.17)
01/11/2008,65730,110,($12.15)
01/11/2008,65740,110,($335.23)
01/11/2008,65750,110,($515.55)
01/11/2008,65760,110,($5.07)
01/11/2008,66010,130,($0.56)
01/11/2008,66020,130,($8.41)
01/11/2008,66030,130,($0.46)
01/11/2008,66040,130,($0.73)
01/11/2008,66050,130,($33.01)
01/11/2008,66070,130,($0.87)
01/11/2008,66080,130,($0.61)
01/11/2008,66100,130,($4.37)
01/11/2008,66110,130,($0.49)
01/11/2008,66120,130,($1.82)
01/11/2008,66130,130,($59.23)
01/11/2008,66510,140,($4.67)
01/11/2008,66520,140,($2.92)
01/11/2008,66530,140,($3.16)
01/11/2008,68050,170,($2.03)
01/12/2008,61510,150,($24.99)
01/12/2008,61520,150,($52.87)
01/12/2008,61530,150,($10.18)
01/12/2008,61540,150,($0.28)
01/12/2008,61550,150,($46.10)
01/12/2008,61560,150,($1.29)
01/12/2008,61570,150,($73.95)
01/12/2008,62010,150,($293.71)
01/12/2008,62020,150,($91.35)
01/12/2008,62099,150,$8.44 
01/12/2008,62510,120,($54.47)
01/12/2008,62520,120,($39.57)
01/12/2008,62530,120,($3.34)
01/12/2008,62550,120,($8.61)
01/12/2008,62560,120,($0.44)
01/12/2008,63050,150,($6.89)
01/12/2008,64000,150,$179.29 
01/12/2008,64010,150,$13.18 
01/12/2008,64020,150,$4.47 
01/12/2008,65540,110,($65.63)
01/12/2008,65550,110,($8.36)
01/12/2008,65590,110,($4.21)
01/12/2008,65600,110,($14.39)
01/12/2008,65610,110,($3.89)
01/12/2008,65690,110,($13.92)
01/12/2008,65700,110,($4.55)
01/12/2008,65710,110,($606.89)
01/12/2008,65730,110,($16.20)
01/12/2008,65740,110,($446.97)
01/12/2008,65750,110,($687.41)
01/12/2008,65760,110,($6.76)
01/12/2008,66010,130,($0.75)
01/12/2008,66020,130,($11.21)
01/12/2008,66030,130,($0.62)
01/12/2008,66040,130,($0.97)
01/12/2008,66050,130,($44.01)
01/12/2008,66070,130,($1.17)
01/12/2008,66080,130,($0.81)
01/12/2008,66100,130,($5.83)
01/12/2008,66110,130,($0.65)
01/12/2008,66120,130,($2.43)
01/12/2008,66130,130,($78.98)
01/12/2008,66510,140,($6.23)
01/12/2008,66520,140,($3.89)
01/12/2008,66530,140,($4.21)
01/12/2008,68050,170,($2.70)
Total,,,"$89,790.94 "
